Code	Indication	Categories	Regimen	URL
00310a	Treatment of patients with locally advanced or metastatic transitional cell carcinoma (TCC) of the urothelium where cisplatin is contraindicated.*.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	gemcitabine (1000mg/m2) and carboplatin (auc5) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/310.pdf
00282a	Treatment of patients with locally advanced or metastatic transitional cell carcinoma (TCC) of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	gemcitabine (1000mg/m2) and cisplatin (70mg/m2) therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/282-gemcitabine-1000mg-m2-and-cisplatin-70mg-m2-therapy-28-day.pdf
00333a	Locally advanced or metastatic transitional cell carcinoma (TCC) of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	methotrexate, vinblastine, doxorubicin, cisplatin (mvac) therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/333-methotrexate-vinblastine-doxorubicin-cisplatin-mvac-therapy-14-days.pdf
00338a	Neoadjuvant treatment of muscle invasive transitional cell carcinoma (TCC) of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	methotrexate, vinblastine, doxorubicin, cisplatin (mvac) therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/338-methotrexate-vinblastine-doxorubicin-cisplatin-mvac-therapy-28-days.pdf
00338b	Adjuvant treatment of muscle invasive TCC of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	methotrexate, vinblastine, doxorubicin, cisplatin (mvac) therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/338-methotrexate-vinblastine-doxorubicin-cisplatin-mvac-therapy-28-days.pdf
00338c	Locally advanced or metastatic TCC of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	methotrexate, vinblastine, doxorubicin, cisplatin (mvac) therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/338-methotrexate-vinblastine-doxorubicin-cisplatin-mvac-therapy-28-days.pdf
00226e	Second line chemotherapy for metastatic bladder cancerii.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	paclitaxel monotherapy 80mg/m2 day 1, 8, 15 and 22 - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/226-paclitaxel-monotherapy-80mg-m2-7day-cycle.pdf
00621e	Second line chemotherapy for metastatic bladder cancer.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	paclitaxel 80mg/m2 day 1, 8 and 15 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/621.pdf
00455e	As monotherapy for the treatment of locally advanced or metastatic urothelial carcinoma in adults who have received prior platinum-containing chemotherapy.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	pembrolizumab 200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/pembrolizumab 200mg monotherapy 455 .pdf
00455f	As monotherapy is indicated for the treatment of locally advanced or metastatic urothelial carcinoma in adults who are not eligible for cisplatin-containing chemotherapy whose tumours express PD-L1 with a combined positive score (CPS) ≥10.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	pembrolizumab 200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/pembrolizumab 200mg monotherapy 455 .pdf
00558e	As monotherapy for the treatment of locally advanced or metastatic urothelial carcinoma in adults who have received prior platinum-containing chemotherapy.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	pembrolizumab 400mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/558-pembrolizumab-400-mg-monotherapy.pdf
00558f	As monotherapy is indicated for the treatment of locally advanced or metastatic urothelial carcinoma in adults who are not eligible for cisplatin-containing chemotherapy whose tumours express PD-L1 with a combined positive score (CPS) ≥10.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	pembrolizumab 400mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lymphoma-myeloma/558-pembrolizumab-400-mg-monotherapy.pdf
00300a	Adjuvant treatment of high risk (vascular invasion carcinoma) stage 1 nonseminoma germ cell tumour.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	bleomycin, etoposide and cisplatin (bep)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/300-bleomycin-etoposide-and-cisplatin-bep-therapy.pdf
00300b	Metastatic germ cell tumours of the testis.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	bleomycin, etoposide and cisplatin (bep)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/300-bleomycin-etoposide-and-cisplatin-bep-therapy.pdf
00300c	Advanced stage or metastatic germ cell tumours (dysgermimoma) of the ovaries.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	bleomycin, etoposide and cisplatin (bep)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/300-bleomycin-etoposide-and-cisplatin-bep-therapy.pdf
00300d	Extra-gonadal germ cell tumours.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	bleomycin, etoposide and cisplatin (bep)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/300-bleomycin-etoposide-and-cisplatin-bep-therapy.pdf
00453a	Treatment of metastatic relapsed/refractory germ cell tumours.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	carboplatin (auc7) and etoposide- autologous conditioning germ cell tumour regimen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/453-carboplatin-auc7-and-etoposide-autologous-conditioning-germ-cell-tumour-regimen.pdf
00301a	"Treatment of good prognosis (IGCCCG criteria) metastatic germ cell tumours (both non-seminoma and seminoma).
Treatment of good prognosis (IGCCCG criteria) metastatic germ cell tumours (both non-seminoma and seminoma).."	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	etoposide and cisplatin 20mg/m2 (ep) 5 day	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/301-etoposide-and-cisplatin-20mg-m2-ep-therapy.pdf
00437a	Treatment of metastatic relapsed/refractory germ cell tumours.	genitourinary:Germ Cell Chemotherapy Regimens, gynaecology:Ovarian Chemotherapy Regimens, genitourinary, gynaecology	tice - autologous conditioning germ cell tumour regimen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/437-tice-autologous-conditioning-germ-cell-tumour-regimen.pdf
00103a	"Treatment of mCRPC which has progressed on or after a docetaxel-based chemotherapy regimen.
Abiraterone is indicated in combination with prednisone or prednisolone for the treatment of metastatic castration resistant prostate cancer in adult men whose disease has progressed on or after a docetaxel-based chemotherapy regimen."	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	abiraterone and prednisolone	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/103-abiraterone-and-prednisolone-therapy.pdf
00103b	Treatment of metastatic castration resistant prostate cancer in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	abiraterone and prednisolone	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/103-abiraterone-and-prednisolone-therapy.pdf
00577a	Abiraterone is indicated with prednisone or prednisolone for: the treatment of newly diagnosed high risk metastatic hormone sensitive prostate cancer (mHSPC) in adult men in combination with androgen deprivation therapy (ADT).	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	abiraterone 1000mg and prednisolone 5mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/577.pdf
00574a	Apalutamide is indicated for the treatment of adult men with nonmetastatic castration resistant prostate cancer (nmCRPC) who are at high risk of developing metastatic disease.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	apalutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/574.pdf
00482	Treatment of advanced prostate cancer in combination with luteinizing-hormone releasing hormone (LHRH) analogue therapy or surgical castration.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	bicalutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/482-bicalutamide-therapy.pdf
00101a	Cabazitaxel is indicated in combination with prednisone or prednisolone for the treatment of patients with hormone refractory metastatic prostate cancer previously treated with a docetaxel-containing regimen.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	cabazitaxel and prednisolone	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/cabazitaxelprotocol.pdf
00693a	Treatment of adult men with non-metastatic castration-resistant prostate cancer (nmCRPC) who are at high risk of developing metastatic disease.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	darolutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/693.pdf
00481a	Treatment of adult male patients with advanced hormone-dependent prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	degarelix	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/481-degarelix-therapy.pdf
00313a	In combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	docetaxel monotherapy 50mg/m2 - 14 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/313-docetaxel-monotherapy-50mg-m2-%E2%80%93-14-day-cycle.pdf
00203b	First line in high risk non metastic castration sensitive prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/203.pdf
00203c	First line in metastatic castration sensitive prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/203.pdf
00546a	In combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	docetaxel 75 mg/m2 - prednisolone combination	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/546-docetaxel-75mg-m2-%E2%80%93prednisolone-combination-therapy.pdf
00233a	"Treatment of adult men with metastatic castration-resistant prostate cancer whose disease has progressed on or after docetaxel therapy.
Treatment of adult men with metastatic castration-resistant prostate cancer whose disease has progressed on or after DOCEtaxel therapy."	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	enzalutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/233-enzalutamide-monotherapy.pdf
00233b	Treatment of adult men with metastatic castration-resistant prostate cancer who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	enzalutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/233-enzalutamide-monotherapy.pdf
00233c	The treatment of adult men with high-risk non-metastatic castration-resistant prostate cancer (nmCRPC).	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	enzalutamide	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/233-enzalutamide-monotherapy.pdf
00478a	Treatment of locally advanced or metastatic hormone sensitive prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	goserelin 3.6mg therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/478-goserelin-3-6mg-therapy-28-day.pdf
00477a	Treatment of locally advanced or metastatic hormone sensitive prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	goserelin 10.8mg therapy - 12week	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/477-goserelin-10-8mg-therapy-12week.pdf
00494a	Management of prostatic carcinoma for which a suppression of testosterone is indicated.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 3.75mg therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/494-leuprorelin-3-75mg-therapy-28-day.pdf
00490a	Treatment of hormone dependent advanced prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 7.5mg therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/490-leuprorelin-7-5mg-therapy-28-day.pdf
00490b	Treatment of high-risk localized and locally advanced hormone dependent prostate cancer in combination with radiotherapy.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 7.5mg therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/490-leuprorelin-7-5mg-therapy-28-day.pdf
00492a	Management of prostatic carcinoma for which a suppression of testosterone is indicated.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 11.25mg therapy - 12 week	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/492-leuprorelin-11-25mg-therapy-12-week.pdf
00479a	Treatment of hormone dependent advanced prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 22.5mg therapy - 12 week	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/479-leuprorelin-22-5mg-therapy-12-week.pdf
00479b	Treatment of high-risk localized and locally advanced hormone dependent prostate cancer in combination with radiotherapy.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 22.5mg therapy - 12 week	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/479-leuprorelin-22-5mg-therapy-12-week.pdf
00493a	Treatment of locally advanced or metastatic hormone dependent advanced prostate cancer.	oral-anti-cancer-medicines, genitourinary, genitourinary:Prostate Chemotherapy Regimens	leuprorelin 30mg - 24 week	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/493-leuprorelin-30mg-24-week.pdf
